PhraseId	Phrase	Expansion	Acronym
9469	Please remember the DD for your insurance premium.	due date 	DD
9470	The DD for your car lease payment is approaching.	due date 	DD
9471	Don't miss the DD for the music festival ticket.	due date 	DD
9472	The DD for your annual report submission is next week.	due date 	DD
9473	I almost forgot the DD for my student loan.	due date 	DD
9474	The DD for your magazine subscription is in a few days.	due date 	DD
9475	I paid my DD for the annual gym membership.	due date 	DD
9476	We need to meet the DD for your car insurance payment.	due date 	DD
9477	The DD for your internet bill is on the 20th.	due date 	DD
9478	Please mark the DD for the upcoming board meeting.	due date 	DD
9479	The DD for your exam registration is at the end of the month.	due date 	DD
9480	Don't forget the DD for the loan repayment.	due date 	DD
9481	The DD for your conference registration is in a week.	due date 	DD
9482	I received a reminder about the DD for my credit card bill.	due date 	DD
9483	The DD for your utility bill is approaching.	due date 	DD
9484	I'm aware of the DD for your monthly rent payment.	due date 	DD
9485	The DD for your tax return is next month.	due date 	DD
9486	Please remember the DD for your insurance premium.	due date 	DD
9487	The DD for your subscription box is on the 10th.	due date 	DD
9488	Don't miss the DD for the library book is today.	due date 	DD
9489	The DD for your mortgage payment is approaching.	due date 	DD
9490	I almost forgot the DD for the exam registration.	due date 	DD
9491	The DD for your project proposal is due soon.	due date 	DD
9492	I paid my DD for the tuition payment.	due date 	DD
9493	We need to meet the DD for your membership renewal.	due date 	DD
9494	The DD for your music festival ticket is on the 15th.	due date 	DD
9495	Please mark the DD for your car lease payment.	due date 	DD
9496	The DD for your annual report submission is in a week.	due date 	DD
9497	Don't forget the DD for your student loan is approaching.	due date 	DD
9498	The DD for your magazine subscription is next month.	due date 	DD
9499	I received a reminder about the DD for your internet bill.	due date 	DD
9500	The DD for your car insurance payment is in a few days.	due date 	DD
9501	I'm aware of the DD for your credit card bill.	due date 	DD
9502	The DD for your exam registration is at the end of the month.	due date 	DD
9503	Please remember the DD for your utility bill.	due date 	DD
9504	The DD for your conference registration is next week.	due date 	DD
9505	Don't miss the DD for your loan repayment.	due date 	DD
9506	The DD for your tax return is approaching.	due date 	DD
9507	I almost forgot the DD for your subscription service.	due date 	DD
9508	The DD for your monthly rent payment is on the 20th.	due date 	DD
9509	I paid my DD for the library book.	due date 	DD
9510	We need to meet the DD for your project proposal.	due date 	DD
9511	The DD for your tuition payment is today.	due date 	DD
9512	Please mark the DD for your insurance premium.	due date 	DD
9513	The DD for your membership renewal is in a week.	due date 	DD
9514	Don't forget the DD for your music festival ticket.	due date 	DD
9515	The DD for your car lease payment is due soon.	due date 	DD
9516	I received a reminder about the DD for your annual report.	due date 	DD
9517	The DD for your student loan is on the 5th.	due date 	DD
9518	I'm aware of the DD for your magazine subscription.	due date 	DD
9519	The DD for your internet bill is next month.	due date 	DD
9520	Please remember the DD for your credit card bill.	due date 	DD
9521	The DD for your exam registration is approaching.	due date 	DD
9522	Don't miss the DD for your utility bill.	due date 	DD
9523	The DD for your conference registration is at the end of the month.	due date 	DD
9524	I almost forgot the DD for your loan repayment.	due date 	DD
9525	The DD for your tax return is next week.	due date 	DD
9526	I paid my DD for your subscription box.	due date 	DD
9527	We need to meet the DD for your monthly rent payment.	due date 	DD
9528	The DD for the library book is in a few days.	due date 	DD
9529	Please mark the DD for your project proposal.	due date 	DD
9530	The DD for your tuition payment is on the 10th.	due date 	DD
9531	Don't forget the DD for your insurance premium.	due date 	DD
9532	The DD for your membership renewal is approaching.	due date 	DD
9533	I received a reminder about the DD for your music festival ticket.	due date 	DD
9534	The DD for your car lease payment is in a week.	due date 	DD
9535	I'm aware of the DD for your annual report submission.	due date 	DD
9536	The DD for your student loan is approaching.	due date 	DD
9537	Please remember the DD for your magazine subscription.	due date 	DD
9538	The DD for your internet bill is next month.	due date 	DD
9539	Don't miss the DD for your credit card bill.	due date 	DD
9540	The DD for your exam registration is on the 15th.	due date 	DD
9541	I almost forgot the DD for your utility bill.	due date 	DD
9542	The DD for your conference registration is due soon.	due date 	DD
9543	I paid my DD for your loan repayment.	due date 	DD
9544	We need to meet the DD for your tax return.	due date 	DD
9545	The DD for your subscription service is approaching.	due date 	DD
9546	Please mark the DD for your monthly rent payment.	due date 	DD
9547	The DD for the library fine is in a week.	due date 	DD
9548	Don't forget the DD for your project proposal.	due date 	DD
9549	The DD for your tuition payment is today.	due date 	DD
9550	I received a reminder about the DD for your insurance premium.	due date 	DD
9551	The DD for your membership renewal is on the 20th.	due date 	DD
9552	Don't miss the DD for your music festival ticket.	due date 	DD
9553	The DD for your car insurance payment is approaching.	due date 	DD
9554	I'm aware of the DD for your credit card bill.	due date 	DD
9555	The DD for your exam registration is in a few days.	due date 	DD
9556	Please remember the DD for your utility bill.	due date 	DD
9557	The DD for your conference registration is next month.	due date 	DD
9558	Don't miss the DD for your loan repayment.	due date 	DD
9559	The DD for your tax return is at the end of the month.	due date 	DD
9560	I paid my DD for your monthly rent payment.	due date 	DD
9561	We need to meet the DD for the library book.	due date 	DD
9562	The DD for your project proposal is in a week.	due date 	DD
9563	Please mark the DD for your insurance premium.	due date 	DD
9564	The DD for your subscription box is on the 10th.	due date 	DD
9565	Don't forget the DD for your mortgage payment.	due date 	DD
9566	The DD for your student loan is approaching.	due date 	DD
9567	I received a reminder about the DD for your magazine subscription.	due date 	DD
9568	The DD for your car lease payment is next month.	due date 	DD
9569	I'm aware of the DD for your credit card bill.	due date 	DD
9570	The DD for your internet bill is in a few days.	due date 	DD
9571	Please remember the DD for your exam registration.	due date 	DD
9572	The DD for your utility bill is on the 15th.	due date 	DD
9573	Don't miss the DD for your conference registration.	due date 	DD
9574	The DD for your loan repayment is due soon.	due date 	DD
9575	I paid my DD for your tax return.	due date 	DD
9576	We need to meet the DD for your subscription service.	due date 	DD
9577	The DD for your monthly rent payment is approaching.	due date 	DD
9578	Please mark the DD for the library fine.	due date 	DD
9579	The DD for your project proposal is in a week.	due date 	DD
9580	Don't forget the DD for your tuition payment.	due date 	DD
9581	The DD for your insurance premium is today.	due date 	DD
9582	I received a reminder about the DD for your membership renewal.	due date 	DD
9583	The DD for your music festival ticket is on the 20th.	due date 	DD
9584	Please remember the DD for your car insurance payment.	due date 	DD
9585	The DD for your annual report submission is approaching.	due date 	DD
9586	Don't miss the DD for your student loan.	due date 	DD
9587	I'm aware of the DD for your magazine subscription.	due date 	DD
9588	The DD for your credit card bill is next month.	due date 	DD
9589	The DD for your exam registration is in a few days.	due date 	DD
9590	Please mark the DD for your utility bill.	due date 	DD
9591	The DD for your conference registration is on the 10th.	due date 	DD
9592	Don't miss the DD for your loan repayment.	due date 	DD
9593	The DD for your tax return is approaching.	due date 	DD
9594	I paid my DD for your monthly rent payment.	due date 	DD
9595	We need to meet the DD for the library book.	due date 	DD
9596	The DD for your subscription box is in a week.	due date 	DD
9597	Please remember the DD for your mortgage payment.	due date 	DD
9598	The DD for your car lease payment is on the 15th.	due date 	DD
9599	I'm aware of the DD for your credit card bill.	due date 	DD
9600	The DD for your internet bill is due soon.	due date 	DD
9601	The sheet of paper is about 210 mm long.	millimeters 	MM
9602	The rainfall was measured at 25 mm yesterday.	millimeters 	MM
9603	The precision of this measurement is down to the nearest mm.	millimeters 	MM
9604	The distance between the two points is 15 mm.	millimeters 	MM
9605	The width of the wire should be less than 2 mm.	millimeters 	MM
9606	The thickness of the glass is only 3 mm.	millimeters 	MM
9607	I need to cut this board to a length of 150 mm.	millimeters 	MM
9608	The diameter of the small gear is 10 mm.	millimeters 	MM
9609	The gap between the tiles is 5 mm.	millimeters 	MM
9610	The machine can measure dimensions in mm accurately.	millimeters 	MM
9611	A stack of coins is approximately 30 mm high.	millimeters 	MM
9612	The length of the pencil is 175 mm.	millimeters 	MM
9613	The screw should be tightened to 8 mm.	millimeters 	MM
9614	The depth of the pond is around 200 mm.	millimeters 	MM
9615	The distance from here to the next town is 15,000 mm.	millimeters 	MM
9616	The width of the smartphone screen is 75 mm.	millimeters 	MM
9617	The thickness of the paper is 0.2 mm.	millimeters 	MM
9618	A human hair is typically about 0.1 mm in diameter.	millimeters 	MM
9619	The gap between the teeth is less than 2 mm.	millimeters 	MM
9620	The bolt should be 12 mm in length.	millimeters 	MM
9621	The height of the model building is 150 mm.	millimeters 	MM
9622	The border is decorated with 5 mm wide lines.	millimeters 	MM
9623	The measurement is accurate to within 0.01 mm.	millimeters 	MM
9624	The width of the bookshelf is 800 mm.	millimeters 	MM
9625	The diameter of the pipe is 20 mm.	millimeters 	MM
9626	The width of the notebook is 210 mm.	millimeters 	MM
9627	The thickness of the paperclip is 1 mm.	millimeters 	MM
9628	The distance from the Earth to the Moon is about 384,400,000 mm.	millimeters 	MM
9629	The gap between the boards is 3 mm.	millimeters 	MM
9630	The length of the fish caught is 350 mm.	millimeters 	MM
9631	The tire tread depth is 3 mm.	millimeters 	MM
9632	The distance from here to the mountain peak is 5,000,000 mm.	millimeters 	MM
9633	The width of the door frame is 80 mm.	millimeters 	MM
9634	The thickness of the window glass is 4 mm.	millimeters 	MM
9635	The screw should be inserted to a depth of 15 mm.	millimeters 	MM
9636	The length of the pencil eraser is 20 mm.	millimeters 	MM
9637	The gap between the bricks is 8 mm.	millimeters 	MM
9638	The height of the table is 750 mm.	millimeters 	MM
9639	The diameter of the coin is 25 mm.	millimeters 	MM
9640	The width of the paper is 297 mm.	millimeters 	MM
9641	The thickness of the wire is 1.5 mm.	millimeters 	MM
9642	The distance from the park to the beach is 2,000,000 mm.	millimeters 	MM
9643	The gap between the floor tiles is 6 mm.	millimeters 	MM
9644	The length of the paintbrush is 150 mm.	millimeters 	MM
9645	The bolt should be tightened to a torque of 20 N·m.	millimeters 	MM
9646	The depth of the puddle is 30 mm.	millimeters 	MM
9647	The distance from here to the city is 10,000,000 mm.	millimeters 	MM
9648	The width of the laptop screen is 350 mm.	millimeters 	MM
9649	The thickness of the wooden board is 5 mm.	millimeters 	MM
9650	The screwdriver should be 6 mm wide.	millimeters 	MM
9651	The height of the building is 2,000 mm.	millimeters 	MM
9652	The diameter of the circle is 30 mm.	millimeters 	MM
9653	The width of the ruler is 30 mm.	millimeters 	MM
9654	The thickness of the coat hanger is 2 mm.	millimeters 	MM
9655	The distance from the office to the airport is 150,000 mm.	millimeters 	MM
9656	The gap between the bricks should be 7 mm.	millimeters 	MM
9657	The length of the cable is 100 mm.	millimeters 	MM
9658	The screw should be tightened with a torque of 12 N·m.	millimeters 	MM
9659	The depth of the swimming pool is 200 mm.	millimeters 	MM
9660	The distance from here to the river is 1,000,000 mm.	millimeters 	MM
9661	The width of the television screen is 600 mm.	millimeters 	MM
9662	The thickness of the glass plate is 8 mm.	millimeters 	MM
9663	The screw should be inserted to a depth of 10 mm.	millimeters 	MM
9664	The length of the bookshelf is 900 mm.	millimeters 	MM
9665	The bolt should be 5 mm in diameter.	millimeters 	MM
9666	The gap between the floor tiles is 4 mm.	millimeters 	MM
9667	The height of the statue is 250 mm.	millimeters 	MM
9668	The diameter of the bicycle tire is 40 mm.	millimeters 	MM
9669	The width of the picture frame is 400 mm.	millimeters 	MM
9670	The thickness of the phone case is 3 mm.	millimeters 	MM
9671	The distance from here to the forest is 3,000,000 mm.	millimeters 	MM
9672	The gap between the gears is 2 mm.	millimeters 	MM
9673	The length of the cable is 120 mm.	millimeters 	MM
9674	The screw should be tightened to a torque of 15 N·m.	millimeters 	MM
9675	The depth of the well is 500 mm.	millimeters 	MM
9676	The distance from here to the desert is 20,000,000 mm.	millimeters 	MM
9677	The width of the laptop keyboard is 250 mm.	millimeters 	MM
9678	The thickness of the book cover is 10 mm.	millimeters 	MM
9679	The screw should be inserted to a depth of 8 mm.	millimeters 	MM
9680	The length of the painting is 450 mm.	millimeters 	MM
9681	The bolt should be 6 mm in diameter.	millimeters 	MM
9682	The gap between the tiles is 1 mm.	millimeters 	MM
9683	The height of the flagpole is 300 mm.	millimeters 	MM
9684	The diameter of the jar lid is 70 mm.	millimeters 	MM
9685	The width of the door is 900 mm.	millimeters 	MM
9686	The thickness of the coin is 2 mm.	millimeters 	MM
9687	The distance from here to the mountain is 4,000,000 mm.	millimeters 	MM
9688	The gap between the leaves is 0.5 mm.	millimeters 	MM
9689	The length of the laptop is 400 mm.	millimeters 	MM
9690	The screw should be tightened with a torque of 18 N·m.	millimeters 	MM
9691	The depth of the pond is 400 mm.	millimeters 	MM
9692	The distance from here to the valley is 15,000,000 mm.	millimeters 	MM
9693	The width of the notebook is 220 mm.	millimeters 	MM
9694	The thickness of the credit card is 0.76 mm.	millimeters 	MM
9695	The screw should be inserted to a depth of 12 mm.	millimeters 	MM
9696	The length of the ruler is 300 mm.	millimeters 	MM
9697	The bolt should be 8 mm in diameter.	millimeters 	MM
9698	The gap between the threads is 0.25 mm.	millimeters 	MM
9699	The height of the tree is 1,500 mm.	millimeters 	MM
9700	The diameter of the bottle cap is 45 mm.	millimeters 	MM
9701	The width of the screen is 550 mm.	millimeters 	MM
9702	The thickness of the book page is 1 mm.	millimeters 	MM
9703	The distance from here to the ocean is 30,000,000 mm.	millimeters 	MM
9704	The gap between the bricks is 9 mm.	millimeters 	MM
9705	The length of the car is 4,500 mm.	millimeters 	MM
9706	The screw should be tightened to a torque of 25 N·m.	millimeters 	MM
9707	The depth of the well is 600 mm.	millimeters 	MM
9708	The distance from here to the canyon is 40,000,000 mm.	millimeters 	MM
9709	The width of the table is 700 mm.	millimeters 	MM
9710	The thickness of the glass panel is 12 mm.	millimeters 	MM
9711	The screw should be inserted to a depth of 14 mm.	millimeters 	MM
9712	The length of the painting is 500 mm.	millimeters 	MM
9713	The bolt should be 10 mm in diameter.	millimeters 	MM
9714	The gap between the gears is 3 mm.	millimeters 	MM
9715	The height of the statue is 350 mm.	millimeters 	MM
9716	The diameter of the coin is 30 mm.	millimeters 	MM
9717	The width of the picture frame is 450 mm.	millimeters 	MM
9718	The thickness of the phone case is 4 mm.	millimeters 	MM
9719	The distance from here to the forest is 5,000,000 mm.	millimeters 	MM
9720	The gap between the tiles is 2 mm.	millimeters 	MM
9721	The length of the cable is 150 mm.	millimeters 	MM
9722	The screw should be tightened to a torque of 30 N·m.	millimeters 	MM
9723	The depth of the well is 700 mm.	millimeters 	MM
9724	The distance from here to the desert is 50,000,000 mm.	millimeters 	MM
9725	The width of the laptop keyboard is 300 mm.	millimeters 	MM
9726	The thickness of the book cover is 15 mm.	millimeters 	MM
9727	The screw should be inserted to a depth of 16 mm.	millimeters 	MM
9728	The length of the painting is 550 mm.	millimeters 	MM
9729	The bolt should be 12 mm in diameter.	millimeters 	MM
9730	The gap between the floor tiles is 5 mm.	millimeters 	MM
9731	The height of the statue is 400 mm.	millimeters 	MM
9732	The diameter of the bicycle tire is 50 mm.	millimeters 	MM
9733	The width of the picture frame is 500 mm.	millimeters 	MM
9734	The thickness of the phone case is 5 mm.	millimeters 	MM
9735	The distance from here to the mountain is 6,000,000 mm.	millimeters 	MM
9736	The gap between the gears is 4 mm.	millimeters 	MM
9737	The length of the cable is 180 mm.	millimeters 	MM
9738	The screw should be tightened with a torque of 35 N·m.	millimeters 	MM
9739	The depth of the pond is 600 mm.	millimeters 	MM
9740	The distance from here to the valley is 60,000,000 mm.	millimeters 	MM
9741	The width of the notebook is 250 mm.	millimeters 	MM
9742	The thickness of the credit card is 0.8 mm.	millimeters 	MM
9743	The screw should be inserted to a depth of 18 mm.	millimeters 	MM
9744	The length of the ruler is 350 mm.	millimeters 	MM
9745	The bolt should be 14 mm in diameter.	millimeters 	MM
9746	The gap between the threads is 0.3 mm.	millimeters 	MM
9747	The height of the tree is 2,000 mm.	millimeters 	MM
9748	The diameter of the bottle cap is 60 mm.	millimeters 	MM
9749	The width of the screen is 600 mm.	millimeters 	MM
9750	The thickness of the book page is 2 mm.	millimeters 	MM
9751	The distance from here to the ocean is 70,000,000 mm.	millimeters 	MM
9752	The gap between the bricks is 10 mm.	millimeters 	MM
9753	The length of the car is 6,000 mm.	millimeters 	MM
9754	The screw should be tightened to a torque of 40 N·m.	millimeters 	MM
9755	The depth of the well is 800 mm.	millimeters 	MM
9756	The distance from here to the canyon is 80,000,000 mm.	millimeters 	MM
9757	The width of the table is 800 mm.	millimeters 	MM
9758	The thickness of the glass panel is 14 mm.	millimeters 	MM
9759	The screw should be inserted to a depth of 20 mm.	millimeters 	MM
9760	The length of the painting is 600 mm.	millimeters 	MM
9761	The bolt should be 16 mm in diameter.	millimeters 	MM
9762	The gap between the gears is 5 mm.	millimeters 	MM
9763	The height of the statue is 450 mm.	millimeters 	MM
9764	The diameter of the coin is 35 mm.	millimeters 	MM
9765	The width of the picture frame is 550 mm.	millimeters 	MM
9766	The thickness of the phone case is 6 mm.	millimeters 	MM
9767	The distance from here to the forest is 7,000,000 mm.	millimeters 	MM
9768	The gap between the tiles is 6 mm.	millimeters 	MM
9769	The length of the cable is 200 mm.	millimeters 	MM
9770	The screw should be tightened to a torque of 45 N·m.	millimeters 	MM
9771	The depth of the well is 900 mm.	millimeters 	MM
9772	The distance from here to the desert is 90,000,000 mm.	millimeters 	MM
9773	The width of the laptop keyboard is 350 mm.	millimeters 	MM
9774	The thickness of the book cover is 16 mm.	millimeters 	MM
9775	The screw should be inserted to a depth of 22 mm.	millimeters 	MM
9776	The length of the painting is 650 mm.	millimeters 	MM
9777	The bolt should be 18 mm in diameter.	millimeters 	MM
9778	The gap between the floor tiles is 7 mm.	millimeters 	MM
9779	The height of the statue is 500 mm.	millimeters 	MM
9780	The diameter of the bicycle tire is 60 mm.	millimeters 	MM
9781	The width of the picture frame is 600 mm.	millimeters 	MM
9782	The thickness of the phone case is 7 mm.	millimeters 	MM
9783	The distance from here to the mountain is 8,000,000 mm.	millimeters 	MM
9784	The gap between the gears is 8 mm.	millimeters 	MM
9785	The length of the cable is 220 mm.	millimeters 	MM
9786	The screw should be tightened with a torque of 50 N·m.	millimeters 	MM
9787	The depth of the pond is 800 mm.	millimeters 	MM
9788	The distance from here to the valley is 100,000,000 mm.	millimeters 	MM
9789	The width of the notebook is 300 mm.	millimeters 	MM
9790	The thickness of the credit card is 0.9 mm.	millimeters 	MM
9791	The screw should be inserted to a depth of 24 mm.	millimeters 	MM
9792	The length of the ruler is 400 mm.	millimeters 	MM
9793	The bolt should be 20 mm in diameter.	millimeters 	MM
9794	The gap between the threads is 0.4 mm.	millimeters 	MM
9795	The height of the tree is 2,500 mm.	millimeters 	MM
9796	The diameter of the bottle cap is 70 mm.	millimeters 	MM
9797	The width of the screen is 700 mm.	millimeters 	MM
9798	The thickness of the book page is 8 mm.	millimeters 	MM
9799	The distance from here to the ocean is 100,000,000 mm.	millimeters 	MM
9800	The gap between the bricks is 12 mm.	millimeters 	MM
9801	The company reported revenue of $10 MM last quarter.	millions 	MM
9802	The population of that city is over 2 MM.	millions 	MM
9803	The project received a funding boost of $5 MM.	millions 	MM
9804	The charity raised $3 MM for a good cause.	millions 	MM
9805	The athlete signed a contract worth $20 MM.	millions 	MM
9806	The movie's box office earnings reached $100 MM.	millions 	MM
9807	The company invested $50 MM in research and development.	millions 	MM
9808	The sales of the product exceeded 1 MM units.	millions 	MM
9809	The city's budget allocation is $30 MM.	millions 	MM
9810	The annual profits of the corporation are $200 MM.	millions 	MM
9811	The government allocated $1.5 MM for education.	millions 	MM
9812	The campaign aims to raise $25 MM for charity.	millions 	MM
9813	The company's market capitalization is $1,000 MM.	millions 	MM
9814	The prize for the competition is $2 MM.	millions 	MM
9815	The investment fund manages assets worth $500 MM.	millions 	MM
9816	The construction project has a budget of $75 MM.	millions 	MM
9817	The technology startup secured funding of $8 MM.	millions 	MM
9818	The organization donated $2.5 MM to disaster relief.	millions 	MM
9819	The museum's renovation project cost $15 MM.	millions 	MM
9820	The company's annual sales exceed $300 MM.	millions 	MM
9821	The lottery jackpot reached $50 MM.	millions 	MM
9822	The company's valuation is $5,000 MM.	millions 	MM
9823	The government approved a stimulus package of $10 MM.	millions 	MM
9824	The billionaire's net worth is $1,000 MM.	millions 	MM
9825	The annual GDP of the country is $500 MM.	millions 	MM
9826	The startup's initial funding round raised $3 MM.	millions 	MM
9827	The acquisition deal was worth $150 MM.	millions 	MM
9828	The nonprofit organization aims to raise $2 MM.	millions 	MM
9829	The corporation's annual profits reached $250 MM.	millions 	MM
9830	The company's market value is $2,000 MM.	millions 	MM
9831	The tech giant invested $100 MM in a new project.	millions 	MM
9832	The budget for the new stadium is $200 MM.	millions 	MM
9833	The movie's production budget was $75 MM.	millions 	MM
9834	The company's yearly revenue is $1,500 MM.	millions 	MM
9835	The government allocated $20 MM for healthcare.	millions 	MM
9836	The fundraising campaign aims to reach $10 MM.	millions 	MM
9837	The investment portfolio is worth $300 MM.	millions 	MM
9838	The project received a grant of $5 MM.	millions 	MM
9839	The corporation's market capitalization is $10,000 MM.	millions 	MM
9840	The annual turnover of the business is $400 MM.	millions 	MM
9841	The annual budget for the department is $50 MM.	millions 	MM
9842	The venture capital firm invested $10 MM in the startup.	millions 	MM
9843	The construction of the new bridge will cost $30 MM.	millions 	MM
9844	The organization's annual budget is $150 MM.	millions 	MM
9845	The music artist signed a record deal for $15 MM.	millions 	MM
9846	The corporation's net income is $1,200 MM.	millions 	MM
9847	The company's quarterly earnings are $75 MM.	millions 	MM
9848	The tech company's valuation is $3,000 MM.	millions 	MM
9849	The lottery prize was won by a lucky ticket holder, receiving $25 MM.	millions 	MM
9850	The nonprofit organization raised $3 MM for its cause.	millions 	MM
9851	The company's annual revenue is projected to be $350 MM.	millions 	MM
9852	The government's financial aid package is worth $5 MM.	millions 	MM
9853	The acquisition deal was valued at $250 MM.	millions 	MM
9854	The startup secured an investment of $20 MM.	millions 	MM
9855	The organization's capital campaign aims to raise $4 MM.	millions 	MM
9856	The tech company's market cap is $5,000 MM.	millions 	MM
9857	The annual GDP of the country is expected to reach $750 MM.	millions 	MM
9858	The company received a grant of $2 MM for research.	millions 	MM
9859	The billionaire entrepreneur's fortune is $3,500 MM.	millions 	MM
9860	The annual budget for the project is set at $40 MM.	millions 	MM
9861	The corporation's annual profits are estimated at $400 MM.	millions 	MM
9862	The tech company's market value is $6,000 MM.	millions 	MM
9863	The government allocated $25 MM for infrastructure projects.	millions 	MM
9864	The fundraising campaign has already raised $2 MM.	millions 	MM
9865	The corporation's market capitalization is $15,000 MM.	millions 	MM
9866	The annual revenue for the industry is $600 MM.	millions 	MM
9867	The government approved a relief package of $30 MM.	millions 	MM
9868	The investment fund manages assets totaling $800 MM.	millions 	MM
9869	The project's budget is $60 MM.	millions 	MM
9870	The corporation's net profit margin is $1,500 MM.	millions 	MM
9871	The company's annual sales are estimated at $450 MM.	millions 	MM
9872	The venture capital firm invested $15 MM in the tech startup.	millions 	MM
9873	The government's budget allocation for education is $40 MM.	millions 	MM
9874	The annual revenue for the sector is $700 MM.	millions 	MM
9875	The nonprofit organization received a donation of $4 MM.	millions 	MM
9876	The company's quarterly earnings reached $100 MM.	millions 	MM
9877	The corporation's market value is projected to be $7,000 MM.	millions 	MM
9878	The tech giant invested $50 MM in a research initiative.	millions 	MM
9879	The budget for the new development project is $70 MM.	millions 	MM
9880	The annual profits for the industry are $800 MM.	millions 	MM
9881	The government allocated $35 MM for environmental conservation.	millions 	MM
9882	The investment fund manages assets worth $900 MM.	millions 	MM
9883	The corporation's annual budget is $80 MM.	millions 	MM
9884	The organization's annual fundraising campaign aims to raise $6 MM.	millions 	MM
9885	The tech company's market capitalization is $20,000 MM.	millions 	MM
9886	The annual GDP of the country is estimated to be $1,000 MM.	millions 	MM
9887	The company's annual revenue is $550 MM.	millions 	MM
9888	The government's stimulus package is worth $45 MM.	millions 	MM
9889	The corporation's net income is $1,800 MM.	millions 	MM
9890	The company's quarterly earnings are projected to be $125 MM.	millions 	MM
9891	The tech company's valuation is $8,000 MM.	millions 	MM
9892	The lottery jackpot is set at $30 MM.	millions 	MM
9893	The nonprofit organization raised $5 MM for its initiatives.	millions 	MM
9894	The corporation's market value is $25,000 MM.	millions 	MM
9895	The annual budget for the department is $100 MM.	millions 	MM
9896	The startup received an investment of $25 MM.	millions 	MM
9897	The government's allocation for healthcare is $50 MM.	millions 	MM
9898	The corporation's annual revenue is $600 MM.	millions 	MM
9899	The venture capital firm invested $30 MM in a new venture.	millions 	MM
9900	The organization's capital campaign aims to raise $8 MM.	millions 	MM
9901	The tech company's market cap is $30,000 MM.	millions 	MM
9902	The annual GDP of the country is projected to be $1,500 MM.	millions 	MM
9903	The company's annual profits are estimated at $650 MM.	millions 	MM
9904	The budget for the new infrastructure project is $90 MM.	millions 	MM
9905	The government approved a relief package of $40 MM.	millions 	MM
9906	The corporation's net profit margin is $2,000 MM.	millions 	MM
9907	The company's quarterly earnings reached $150 MM.	millions 	MM
9908	The tech giant invested $60 MM in a new innovation.	millions 	MM
9909	The annual profits for the sector are $900 MM.	millions 	MM
9910	The government allocated $55 MM for education.	millions 	MM
9911	The investment fund manages assets totaling $1,000 MM.	millions 	MM
9912	The project's budget is $100 MM.	millions 	MM
9913	The corporation's market value is projected to be $10,000 MM.	millions 	MM
9914	The annual revenue for the industry is $1,000 MM.	millions 	MM
9915	The government's budget allocation for healthcare is $60 MM.	millions 	MM
9916	The fundraising campaign aims to raise $10 MM.	millions 	MM
9917	The corporation's net income is $2,500 MM.	millions 	MM
9918	The company's quarterly earnings are estimated to be $175 MM.	millions 	MM
9919	The tech company's valuation is $10,000 MM.	millions 	MM
9920	The lottery prize was claimed by a lucky winner, receiving $35 MM.	millions 	MM
9921	The nonprofit organization raised $6 MM for its causes.	millions 	MM
9922	The corporation's market capitalization is $40,000 MM.	millions 	MM
9923	The annual budget for the department is $200 MM.	millions 	MM
9924	The startup secured an investment of $40 MM.	millions 	MM
9925	The government's allocation for infrastructure projects is $70 MM.	millions 	MM
9926	The corporation's annual revenue is $1,200 MM.	millions 	MM
9927	The venture capital firm invested $35 MM in a new startup.	millions 	MM
9928	The organization's capital campaign aims to raise $12 MM.	millions 	MM
9929	The tech company's market cap is $35,000 MM.	millions 	MM
9930	The annual GDP of the country is estimated to be $2,000 MM.	millions 	MM
9931	The company's annual profits are projected to be $700 MM.	millions 	MM
9932	The budget for the new development project is $120 MM.	millions 	MM
9933	The government approved a stimulus package of $50 MM.	millions 	MM
9934	The corporation's net profit margin is $2,200 MM.	millions 	MM
9935	The company's quarterly earnings reached $175 MM.	millions 	MM
9936	The tech giant invested $70 MM in a new research initiative.	millions 	MM
9937	The annual profits for the industry are $1,000 MM.	millions 	MM
9938	The government allocated $60 MM for environmental conservation.	millions 	MM
9939	The investment fund manages assets worth $1,200 MM.	millions 	MM
9940	The corporation's annual budget is $100 MM.	millions 	MM
9941	The organization's annual fundraising campaign aims to raise $14 MM.	millions 	MM
9942	The tech company's market capitalization is $50,000 MM.	millions 	MM
9943	The annual GDP of the country is projected to be $2,500 MM.	millions 	MM
9944	The company's annual revenue is $750 MM.	millions 	MM
9945	The government's relief package is worth $60 MM.	millions 	MM
9946	The corporation's net income is $2,800 MM.	millions 	MM
9947	The company's quarterly earnings are estimated to be $200 MM.	millions 	MM
9948	The tech company's valuation is $12,000 MM.	millions 	MM
9949	The lottery prize has rolled over to $40 MM.	millions 	MM
9950	The nonprofit organization raised $8 MM for its initiatives.	millions 	MM
9951	The corporation's market value is $60,000 MM.	millions 	MM
9952	The annual budget for the department is $250 MM.	millions 	MM
9953	The startup secured an investment of $50 MM.	millions 	MM
9954	The government's allocation for healthcare is $70 MM.	millions 	MM
9955	The corporation's annual revenue is $800 MM.	millions 	MM
9956	The venture capital firm invested $40 MM in a new venture.	millions 	MM
9957	The organization's capital campaign aims to raise $16 MM.	millions 	MM
9958	The tech company's market cap is $40,000 MM.	millions 	MM
9959	The annual GDP of the country is estimated to be $3,000 MM.	millions 	MM
9960	The company's annual profits are projected to be $800 MM.	millions 	MM
9961	The budget for the new infrastructure project is $150 MM.	millions 	MM
